time,total_queue_length,waiting_for_seat_count,occupied_seats,finished_students,seat_utilization
1795,5,46,100,82,1.0000
1796,5,46,100,82,1.0000
1797,6,46,100,82,1.0000
1798,6,46,100,82,1.0000
1799,6,46,100,82,1.0000
1800,6,46,100,82,1.0000
1801,5,46,100,83,1.0000
1802,4,47,100,83,1.0000
1803,4,47,100,83,1.0000
1804,4,47,100,83,1.0000
1805,4,48,100,83,1.0000
1806,4,48,100,83,1.0000
1807,3,49,100,83,1.0000
1808,3,49,100,83,1.0000
1809,3,49,100,83,1.0000
1810,2,50,100,83,1.0000
1811,2,50,100,83,1.0000
1812,3,50,100,83,1.0000
1813,3,50,100,83,1.0000
1814,3,50,100,83,1.0000
1815,3,49,100,84,1.0000
1816,3,49,100,84,1.0000
1817,3,49,100,84,1.0000
1818,4,49,100,84,1.0000
1819,4,49,100,84,1.0000
1820,4,49,100,84,1.0000
1821,4,49,100,84,1.0000
1822,4,49,100,84,1.0000
1823,4,49,100,84,1.0000
1824,4,48,100,85,1.0000
1825,3,49,100,85,1.0000
1826,3,49,100,85,1.0000
1827,3,49,100,85,1.0000
1828,3,49,100,85,1.0000
1829,3,49,100,85,1.0000
1830,3,49,100,85,1.0000
1831,3,49,100,85,1.0000
1832,3,49,100,85,1.0000
1833,3,49,100,85,1.0000
1834,3,49,100,85,1.0000
1835,3,49,100,85,1.0000
1836,3,49,100,85,1.0000
1837,3,49,100,85,1.0000
1838,1,50,100,86,1.0000
1839,1,49,100,87,1.0000
1840,1,49,100,87,1.0000
1841,1,49,100,87,1.0000
1842,0,50,100,87,1.0000
1843,0,50,100,87,1.0000
1844,0,49,100,88,1.0000
1845,0,49,100,88,1.0000
1846,0,49,100,88,1.0000
1847,0,49,100,88,1.0000
1848,1,49,100,88,1.0000
1849,1,49,100,88,1.0000
1850,1,49,100,88,1.0000
1851,1,49,100,88,1.0000
1852,1,49,100,88,1.0000
1853,1,49,100,88,1.0000
1854,1,49,100,88,1.0000
1855,1,49,100,88,1.0000
1856,1,49,100,88,1.0000
1857,2,49,100,88,1.0000
1858,2,49,100,88,1.0000
1859,2,48,100,89,1.0000
1860,2,48,100,89,1.0000
1861,2,48,100,89,1.0000
1862,2,48,100,89,1.0000
1863,2,48,100,89,1.0000
1864,2,48,100,89,1.0000
1865,2,48,100,89,1.0000
1866,2,48,100,89,1.0000
1867,2,48,100,89,1.0000
1868,2,48,100,89,1.0000
1869,2,48,100,89,1.0000
1870,2,48,100,89,1.0000
1871,2,48,100,89,1.0000
1872,2,48,100,89,1.0000
1873,2,48,100,89,1.0000
1874,1,49,100,89,1.0000
1875,1,48,100,90,1.0000
1876,1,48,100,90,1.0000
1877,1,48,100,90,1.0000
1878,1,48,100,90,1.0000
1879,1,48,100,90,1.0000
1880,1,48,100,90,1.0000
1881,0,49,100,90,1.0000
1882,0,49,100,90,1.0000
1883,0,49,100,90,1.0000
1884,0,49,100,90,1.0000
1885,0,49,100,90,1.0000
1886,0,49,100,90,1.0000
1887,0,49,100,90,1.0000
1888,0,49,100,90,1.0000
1889,0,49,100,90,1.0000
1890,0,49,100,90,1.0000
1891,0,49,100,90,1.0000
1892,0,49,100,90,1.0000
1893,0,48,100,91,1.0000
1894,0,48,100,91,1.0000
1895,0,48,100,91,1.0000
1896,0,48,100,91,1.0000
1897,0,48,100,91,1.0000
1898,0,48,100,91,1.0000
1899,1,48,100,91,1.0000
1900,1,48,100,91,1.0000
1901,1,46,100,93,1.0000
1902,1,46,100,93,1.0000
1903,1,46,100,93,1.0000
1904,1,46,100,93,1.0000
1905,1,46,100,93,1.0000
1906,1,46,100,93,1.0000
1907,1,46,100,93,1.0000
1908,1,46,100,93,1.0000
1909,1,46,100,93,1.0000
1910,1,46,100,93,1.0000
1911,2,46,100,93,1.0000
1912,2,46,100,93,1.0000
1913,2,46,100,93,1.0000
1914,2,46,100,93,1.0000
1915,2,46,100,93,1.0000
1916,2,46,100,93,1.0000
1917,2,46,100,93,1.0000
1918,2,45,100,94,1.0000
1919,2,45,100,94,1.0000
1920,2,45,100,94,1.0000
1921,2,45,100,94,1.0000
1922,2,45,100,94,1.0000
1923,2,45,100,94,1.0000
1924,2,45,100,94,1.0000
1925,2,45,100,94,1.0000
1926,2,45,100,94,1.0000
1927,2,44,100,95,1.0000
1928,2,44,100,95,1.0000
1929,2,44,100,95,1.0000
1930,3,44,100,95,1.0000
1931,3,44,100,95,1.0000
1932,3,44,100,95,1.0000
1933,2,45,100,95,1.0000
1934,3,45,100,95,1.0000
1935,3,45,100,95,1.0000
1936,3,45,100,95,1.0000
1937,2,46,100,95,1.0000
1938,3,46,100,95,1.0000
1939,3,46,100,95,1.0000
1940,3,46,100,95,1.0000
1941,3,46,100,95,1.0000
1942,3,46,100,95,1.0000
1943,3,45,100,96,1.0000
1944,3,44,100,97,1.0000
1945,3,44,100,97,1.0000
1946,3,44,100,97,1.0000
1947,3,44,100,97,1.0000
1948,3,44,100,97,1.0000
1949,3,44,100,97,1.0000
1950,3,44,100,97,1.0000
1951,2,45,100,97,1.0000
1952,1,45,100,98,1.0000
1953,1,45,100,98,1.0000
1954,2,45,100,98,1.0000
1955,2,45,100,98,1.0000
1956,3,45,100,98,1.0000
1957,2,45,100,99,1.0000
1958,2,45,100,99,1.0000
1959,2,45,100,99,1.0000
1960,2,45,100,99,1.0000
1961,3,45,100,99,1.0000
1962,3,45,100,99,1.0000
1963,3,45,100,99,1.0000
1964,4,44,100,100,1.0000
1965,4,43,100,101,1.0000
1966,4,43,100,101,1.0000
1967,4,43,100,101,1.0000
1968,4,43,100,101,1.0000
1969,4,43,100,101,1.0000
1970,4,42,100,102,1.0000
1971,4,42,100,102,1.0000
1972,4,42,100,102,1.0000
1973,4,41,100,103,1.0000
1974,4,41,100,103,1.0000
1975,4,41,100,103,1.0000
1976,4,41,100,103,1.0000
1977,5,41,100,103,1.0000
1978,5,41,100,103,1.0000
1979,5,41,100,103,1.0000
1980,5,41,100,103,1.0000
1981,5,42,100,103,1.0000
1982,5,42,100,103,1.0000
1983,4,43,100,103,1.0000
1984,3,44,100,103,1.0000
1985,3,44,100,103,1.0000
1986,3,44,100,103,1.0000
1987,2,44,100,104,1.0000
1988,2,44,100,104,1.0000
1989,2,44,100,104,1.0000
1990,2,44,100,104,1.0000
1991,3,44,100,104,1.0000
1992,3,44,100,104,1.0000
1993,3,44,100,104,1.0000
1994,3,44,100,104,1.0000
1995,3,43,100,105,1.0000
1996,3,43,100,105,1.0000
1997,3,43,100,105,1.0000
1998,2,44,100,105,1.0000
1999,3,44,100,105,1.0000
2000,3,44,100,105,1.0000
2001,3,44,100,105,1.0000
2002,3,44,100,105,1.0000
2003,3,44,100,105,1.0000
2004,3,44,100,105,1.0000
2005,3,44,100,105,1.0000
2006,3,44,100,105,1.0000
2007,2,45,100,105,1.0000
2008,2,45,100,105,1.0000
2009,2,45,100,105,1.0000
2010,2,45,100,105,1.0000
2011,2,45,100,105,1.0000
2012,3,45,100,105,1.0000
2013,3,45,100,105,1.0000
2014,3,45,100,105,1.0000
2015,4,45,100,105,1.0000
2016,4,45,100,105,1.0000
2017,4,44,100,106,1.0000
2018,4,44,100,106,1.0000
2019,2,46,100,106,1.0000
2020,2,46,100,106,1.0000
2021,2,46,100,106,1.0000
2022,2,45,100,107,1.0000
2023,2,45,100,107,1.0000
2024,2,45,100,107,1.0000
2025,2,45,100,107,1.0000
2026,2,45,100,107,1.0000
2027,2,45,100,107,1.0000
2028,2,45,100,107,1.0000
2029,2,45,100,107,1.0000
2030,1,46,100,107,1.0000
2031,1,46,100,107,1.0000
2032,1,46,100,107,1.0000
2033,1,46,100,107,1.0000
2034,0,47,100,107,1.0000
2035,1,47,100,107,1.0000
2036,1,47,100,107,1.0000
2037,1,47,100,107,1.0000
2038,1,47,100,107,1.0000
2039,1,47,100,107,1.0000
2040,1,47,100,107,1.0000
2041,1,47,100,107,1.0000
2042,1,47,100,107,1.0000
2043,1,47,100,107,1.0000
2044,1,45,100,109,1.0000
2045,2,45,100,109,1.0000
2046,3,45,100,109,1.0000
2047,3,45,100,109,1.0000
2048,3,45,100,109,1.0000
2049,3,45,100,109,1.0000
2050,3,45,100,109,1.0000
2051,3,45,100,109,1.0000
2052,3,45,100,109,1.0000
2053,3,45,100,109,1.0000
2054,2,46,100,109,1.0000
2055,2,46,100,109,1.0000
2056,2,46,100,109,1.0000
2057,2,46,100,109,1.0000
2058,3,46,100,109,1.0000
2059,3,45,100,110,1.0000
2060,3,45,100,110,1.0000
2061,3,45,100,110,1.0000
2062,3,45,100,110,1.0000
2063,3,45,100,110,1.0000
2064,3,45,100,110,1.0000
2065,3,45,100,110,1.0000
2066,3,45,100,111,1.0000
2067,3,45,100,111,1.0000
2068,3,45,100,111,1.0000
2069,3,45,100,111,1.0000
2070,3,45,100,111,1.0000
2071,3,45,100,111,1.0000
2072,3,45,100,111,1.0000
2073,2,46,100,111,1.0000
2074,2,46,100,111,1.0000
2075,2,46,100,111,1.0000
2076,2,46,100,111,1.0000
2077,4,46,100,111,1.0000
2078,4,46,100,111,1.0000
2079,4,46,100,111,1.0000
2080,4,46,100,111,1.0000
2081,4,46,100,111,1.0000
2082,4,46,100,111,1.0000
2083,3,47,100,111,1.0000
2084,3,47,100,111,1.0000
2085,3,47,100,111,1.0000
2086,4,47,100,111,1.0000
2087,3,47,100,112,1.0000
2088,3,46,100,113,1.0000
2089,3,46,100,113,1.0000
2090,3,44,100,115,1.0000
2091,3,44,100,115,1.0000
2092,3,44,100,115,1.0000
2093,3,44,100,115,1.0000
2094,2,45,100,115,1.0000
2095,2,45,100,115,1.0000
2096,2,45,100,115,1.0000
2097,1,46,100,115,1.0000
2098,1,46,100,115,1.0000
2099,1,46,100,115,1.0000
2100,1,45,100,116,1.0000
2101,1,45,100,116,1.0000
2102,1,43,100,118,1.0000
2103,1,43,100,118,1.0000
2104,1,42,100,119,1.0000
2105,1,41,100,120,1.0000
2106,1,41,100,120,1.0000
2107,1,41,100,120,1.0000
2108,1,41,100,120,1.0000
2109,0,42,100,120,1.0000
2110,0,42,100,120,1.0000
2111,0,41,100,121,1.0000
2112,0,41,100,121,1.0000
2113,0,40,100,122,1.0000
2114,0,40,100,122,1.0000
2115,1,40,100,122,1.0000
2116,1,40,100,122,1.0000
2117,1,40,100,122,1.0000
2118,1,40,100,122,1.0000
2119,1,40,100,122,1.0000
2120,1,40,100,122,1.0000
2121,1,40,100,122,1.0000
2122,1,40,100,122,1.0000
2123,1,40,100,122,1.0000
2124,1,40,100,122,1.0000
2125,1,40,100,122,1.0000
2126,1,40,100,122,1.0000
2127,1,40,100,122,1.0000
2128,1,40,100,122,1.0000
2129,1,40,100,122,1.0000
2130,2,40,100,122,1.0000
2131,1,41,100,122,1.0000
2132,1,41,100,122,1.0000
2133,1,41,100,122,1.0000
2134,1,41,100,122,1.0000
2135,1,41,100,122,1.0000
2136,1,41,100,122,1.0000
2137,1,41,100,122,1.0000
2138,1,41,100,122,1.0000
2139,2,41,100,122,1.0000
2140,2,41,100,122,1.0000
2141,2,41,100,122,1.0000
2142,3,41,100,122,1.0000
2143,3,41,100,122,1.0000
2144,3,41,100,122,1.0000
2145,3,41,100,122,1.0000
2146,3,41,100,122,1.0000
2147,3,41,100,122,1.0000
2148,3,41,100,122,1.0000
2149,3,41,100,122,1.0000
2150,3,41,100,122,1.0000
2151,3,41,100,122,1.0000
2152,3,41,100,122,1.0000
2153,3,41,100,122,1.0000
2154,4,41,100,122,1.0000
2155,4,41,100,122,1.0000
2156,4,41,100,122,1.0000
2157,4,41,100,122,1.0000
2158,3,42,100,122,1.0000
2159,3,42,100,122,1.0000
2160,3,42,100,122,1.0000
2161,3,42,100,122,1.0000
2162,3,41,100,123,1.0000
2163,3,41,100,123,1.0000
2164,3,41,100,123,1.0000
2165,1,43,100,123,1.0000
2166,1,43,100,123,1.0000
2167,1,43,100,123,1.0000
2168,1,43,100,123,1.0000
2169,1,43,100,123,1.0000
2170,1,43,100,123,1.0000
2171,1,43,100,123,1.0000
2172,1,43,100,123,1.0000
2173,1,43,100,123,1.0000
2174,1,43,100,123,1.0000
2175,0,44,100,123,1.0000
2176,0,44,100,123,1.0000
2177,0,44,100,123,1.0000
2178,1,44,100,123,1.0000
2179,1,44,100,123,1.0000
2180,1,44,100,123,1.0000
2181,1,44,100,123,1.0000
2182,1,44,100,123,1.0000
2183,1,44,100,123,1.0000
2184,1,44,100,123,1.0000
2185,1,44,100,123,1.0000
2186,1,44,100,123,1.0000
2187,1,44,100,123,1.0000
2188,1,44,100,123,1.0000
2189,1,44,100,123,1.0000
2190,1,44,100,123,1.0000
2191,1,44,100,123,1.0000
2192,1,44,100,123,1.0000
2193,1,44,100,123,1.0000
2194,1,44,100,123,1.0000
2195,1,44,100,123,1.0000
2196,1,43,100,124,1.0000
2197,1,43,100,124,1.0000
2198,1,43,100,124,1.0000
2199,1,43,100,124,1.0000
2200,1,43,100,124,1.0000
2201,1,41,100,126,1.0000
2202,2,41,100,126,1.0000
2203,3,41,100,126,1.0000
2204,3,41,100,126,1.0000
2205,2,42,100,126,1.0000
2206,2,42,100,126,1.0000
2207,2,42,100,126,1.0000
2208,2,42,100,126,1.0000
2209,3,42,100,126,1.0000
2210,3,42,100,126,1.0000
2211,3,42,100,126,1.0000
2212,3,41,100,127,1.0000
2213,3,41,100,127,1.0000
2214,3,41,100,127,1.0000
2215,3,40,100,128,1.0000
2216,3,39,100,129,1.0000
2217,3,39,100,129,1.0000
2218,2,39,100,130,1.0000
2219,2,39,100,130,1.0000
2220,2,39,100,130,1.0000
2221,2,39,100,130,1.0000
2222,2,38,100,131,1.0000
2223,2,38,100,131,1.0000
2224,3,38,100,131,1.0000
2225,3,38,100,131,1.0000
2226,3,38,100,131,1.0000
2227,3,38,100,131,1.0000
2228,2,39,100,131,1.0000
2229,2,39,100,131,1.0000
2230,1,40,100,131,1.0000
2231,1,40,100,131,1.0000
2232,1,40,100,131,1.0000
2233,1,40,100,131,1.0000
2234,1,40,100,131,1.0000
2235,1,40,100,131,1.0000
2236,1,39,100,132,1.0000
2237,2,39,100,132,1.0000
2238,2,39,100,132,1.0000
2239,2,39,100,132,1.0000
2240,2,39,100,132,1.0000
2241,2,39,100,132,1.0000
2242,2,39,100,132,1.0000
2243,2,39,100,132,1.0000
2244,2,39,100,132,1.0000
2245,2,39,100,132,1.0000
2246,2,39,100,132,1.0000
2247,1,40,100,132,1.0000
2248,1,40,100,132,1.0000
2249,1,39,100,133,1.0000
2250,1,39,100,133,1.0000
2251,1,39,100,133,1.0000
2252,1,39,100,133,1.0000
2253,1,39,100,133,1.0000
2254,1,39,100,133,1.0000
2255,1,39,100,133,1.0000
2256,1,39,100,133,1.0000
2257,1,39,100,133,1.0000
2258,1,39,100,133,1.0000
2259,2,38,100,134,1.0000
2260,2,38,100,134,1.0000
2261,2,38,100,134,1.0000
2262,2,37,100,135,1.0000
2263,1,38,100,135,1.0000
2264,1,37,100,136,1.0000
2265,1,36,100,137,1.0000
2266,1,36,100,137,1.0000
2267,0,37,100,137,1.0000
2268,0,36,100,138,1.0000
2269,0,36,100,138,1.0000
2270,0,36,100,138,1.0000
2271,0,36,100,138,1.0000
2272,0,36,100,138,1.0000
2273,0,36,100,138,1.0000
2274,0,36,100,138,1.0000
2275,0,36,100,138,1.0000
2276,0,36,100,138,1.0000
2277,0,36,100,138,1.0000
2278,0,36,100,138,1.0000
2279,0,35,100,139,1.0000
2280,1,35,100,139,1.0000
2281,1,34,100,140,1.0000
2282,1,34,100,140,1.0000
2283,2,34,100,140,1.0000
2284,2,34,100,140,1.0000
2285,2,33,100,141,1.0000
2286,2,33,100,141,1.0000
2287,2,33,100,141,1.0000
2288,2,33,100,141,1.0000
2289,2,32,100,142,1.0000
2290,2,31,100,143,1.0000
2291,2,31,100,143,1.0000
2292,2,31,100,143,1.0000
2293,2,31,100,143,1.0000
2294,2,31,100,143,1.0000
2295,2,31,100,143,1.0000
2296,2,30,100,144,1.0000
2297,2,30,100,144,1.0000
2298,1,31,100,144,1.0000
2299,0,32,100,144,1.0000
2300,0,31,100,145,1.0000
2301,0,31,100,145,1.0000
2302,0,30,100,146,1.0000
2303,0,30,100,146,1.0000
2304,0,30,100,146,1.0000
2305,0,30,100,146,1.0000
2306,0,30,100,146,1.0000
2307,0,30,100,146,1.0000
2308,0,30,100,146,1.0000
2309,0,30,100,146,1.0000
2310,0,30,100,146,1.0000
2311,0,30,100,146,1.0000
2312,0,29,100,147,1.0000
2313,0,29,100,147,1.0000
2314,0,29,100,147,1.0000
2315,0,29,100,147,1.0000
2316,0,29,100,147,1.0000
2317,0,29,100,147,1.0000
2318,0,29,100,147,1.0000
2319,0,29,100,147,1.0000
2320,0,29,100,147,1.0000
2321,0,29,100,147,1.0000
2322,0,29,100,147,1.0000
2323,0,29,100,147,1.0000
2324,0,29,100,147,1.0000
2325,0,29,100,147,1.0000
2326,0,29,100,147,1.0000
2327,0,29,100,147,1.0000
2328,0,29,100,147,1.0000
2329,1,29,100,147,1.0000
2330,1,29,100,147,1.0000
2331,1,29,100,147,1.0000
2332,1,29,100,147,1.0000
2333,1,29,100,147,1.0000
2334,1,29,100,147,1.0000
2335,1,29,100,147,1.0000
2336,1,29,100,147,1.0000
2337,1,29,100,147,1.0000
2338,1,28,100,148,1.0000
2339,2,28,100,148,1.0000
2340,2,28,100,148,1.0000
2341,2,28,100,148,1.0000
2342,3,28,100,148,1.0000
2343,3,28,100,148,1.0000
2344,3,28,100,148,1.0000
2345,3,28,100,148,1.0000
2346,2,29,100,148,1.0000
2347,2,29,100,148,1.0000
2348,2,29,100,148,1.0000
2349,2,29,100,148,1.0000
2350,2,29,100,148,1.0000
2351,2,29,100,148,1.0000
2352,2,29,100,148,1.0000
2353,1,30,100,148,1.0000
2354,1,30,100,148,1.0000
2355,1,30,100,148,1.0000
2356,1,30,100,148,1.0000
2357,1,30,100,148,1.0000
2358,1,30,100,148,1.0000
2359,1,30,100,148,1.0000
2360,1,29,100,149,1.0000
2361,1,29,100,149,1.0000
2362,0,30,100,149,1.0000
2363,0,29,100,150,1.0000
2364,1,29,100,150,1.0000
2365,2,29,100,150,1.0000
2366,2,29,100,150,1.0000
2367,2,29,100,150,1.0000
2368,2,29,100,150,1.0000
2369,2,29,100,150,1.0000
2370,3,29,100,150,1.0000
2371,3,28,100,151,1.0000
2372,3,28,100,151,1.0000
2373,3,28,100,151,1.0000
2374,3,28,100,151,1.0000
2375,3,28,100,151,1.0000
2376,3,28,100,151,1.0000
2377,3,28,100,151,1.0000
2378,3,28,100,151,1.0000
2379,3,28,100,151,1.0000
2380,3,28,100,151,1.0000
2381,2,29,100,151,1.0000
2382,1,30,100,151,1.0000
2383,1,30,100,151,1.0000
2384,1,30,100,151,1.0000
2385,1,30,100,151,1.0000
2386,1,30,100,151,1.0000
2387,1,30,100,151,1.0000
2388,1,30,100,151,1.0000
2389,1,30,100,151,1.0000
2390,1,30,100,151,1.0000
2391,1,30,100,151,1.0000
2392,2,30,100,151,1.0000
2393,1,31,100,151,1.0000
2394,1,31,100,151,1.0000
2395,1,31,100,151,1.0000
2396,1,31,100,151,1.0000
2397,2,31,100,151,1.0000
2398,2,31,100,151,1.0000
2399,2,31,100,151,1.0000
2400,2,31,100,151,1.0000
2401,2,31,100,151,1.0000
2402,2,31,100,151,1.0000
2403,3,31,100,151,1.0000
2404,3,31,100,151,1.0000
2405,3,31,100,151,1.0000
2406,2,32,100,151,1.0000
2407,2,32,100,151,1.0000
2408,2,32,100,151,1.0000
2409,2,32,100,151,1.0000
2410,2,32,100,151,1.0000
2411,2,32,100,151,1.0000
2412,1,33,100,151,1.0000
2413,1,33,100,151,1.0000
2414,1,33,100,151,1.0000
2415,1,32,100,152,1.0000
2416,1,32,100,152,1.0000
2417,1,32,100,152,1.0000
2418,0,33,100,152,1.0000
2419,0,33,100,152,1.0000
2420,1,33,100,152,1.0000
2421,1,33,100,152,1.0000
2422,1,33,100,152,1.0000
2423,1,33,100,152,1.0000
2424,1,33,100,152,1.0000
2425,1,32,100,153,1.0000
2426,1,32,100,153,1.0000
2427,1,31,100,154,1.0000
2428,1,30,100,155,1.0000
2429,1,30,100,155,1.0000
2430,1,30,100,155,1.0000
2431,1,30,100,155,1.0000
2432,1,30,100,155,1.0000
2433,1,30,100,155,1.0000
2434,1,30,100,155,1.0000
2435,1,30,100,155,1.0000
2436,1,30,100,155,1.0000
2437,1,30,100,155,1.0000
2438,1,30,100,155,1.0000
2439,2,30,100,155,1.0000
2440,2,30,100,155,1.0000
2441,2,30,100,155,1.0000
2442,1,30,100,156,1.0000
2443,1,30,100,156,1.0000
2444,1,30,100,156,1.0000
2445,1,30,100,156,1.0000
2446,1,30,100,156,1.0000
2447,1,30,100,156,1.0000
2448,1,30,100,156,1.0000
2449,1,30,100,156,1.0000
2450,1,30,100,156,1.0000
2451,1,30,100,156,1.0000
2452,2,30,100,156,1.0000
2453,2,30,100,156,1.0000
2454,2,30,100,156,1.0000
2455,2,30,100,156,1.0000
2456,2,30,100,156,1.0000
2457,3,30,100,156,1.0000
2458,3,29,100,157,1.0000
2459,4,29,100,157,1.0000
2460,5,29,100,157,1.0000
2461,5,29,100,157,1.0000
2462,5,29,100,157,1.0000
2463,5,29,100,157,1.0000
2464,4,30,100,157,1.0000
2465,4,30,100,157,1.0000
2466,4,30,100,157,1.0000
2467,4,30,100,157,1.0000
2468,4,30,100,157,1.0000
2469,4,30,100,157,1.0000
2470,4,30,100,157,1.0000
2471,4,30,100,157,1.0000
2472,4,31,100,157,1.0000
2473,3,32,100,157,1.0000
2474,2,33,100,157,1.0000
2475,2,32,100,158,1.0000
2476,2,32,100,158,1.0000
2477,2,32,100,158,1.0000
2478,2,32,100,158,1.0000
2479,1,33,100,158,1.0000
2480,1,33,100,158,1.0000
2481,1,33,100,158,1.0000
2482,1,33,100,158,1.0000
2483,1,33,100,158,1.0000
2484,1,33,100,158,1.0000
2485,1,33,100,158,1.0000
2486,1,33,100,158,1.0000
2487,1,33,100,158,1.0000
2488,1,33,100,158,1.0000
2489,1,33,100,158,1.0000
2490,1,33,100,158,1.0000
2491,1,33,100,158,1.0000
2492,1,33,100,158,1.0000
2493,1,33,100,158,1.0000
2494,1,33,100,158,1.0000
2495,1,33,100,158,1.0000
2496,0,33,100,159,1.0000
2497,0,33,100,159,1.0000
2498,0,33,100,159,1.0000
2499,0,32,100,160,1.0000
2500,0,32,100,160,1.0000
2501,0,32,100,160,1.0000
2502,0,32,100,160,1.0000
2503,0,32,100,160,1.0000
2504,0,32,100,160,1.0000
2505,0,32,100,160,1.0000
2506,0,32,100,160,1.0000
2507,0,32,100,160,1.0000
2508,0,32,100,160,1.0000
2509,0,32,100,160,1.0000
2510,0,32,100,160,1.0000
2511,0,32,100,160,1.0000
2512,0,32,100,160,1.0000
2513,0,32,100,160,1.0000
2514,0,31,100,161,1.0000
2515,0,31,100,161,1.0000
2516,0,31,100,161,1.0000
2517,0,31,100,161,1.0000
2518,0,31,100,161,1.0000
2519,0,31,100,161,1.0000
2520,1,31,100,161,1.0000
2521,1,31,100,161,1.0000
2522,2,31,100,161,1.0000
2523,2,31,100,161,1.0000
2524,2,31,100,161,1.0000
2525,2,31,100,161,1.0000
2526,2,31,100,161,1.0000
2527,2,31,100,161,1.0000
2528,2,31,100,161,1.0000
2529,2,31,100,161,1.0000
2530,2,31,100,161,1.0000
2531,2,31,100,161,1.0000
2532,2,31,100,161,1.0000
2533,2,31,100,161,1.0000
2534,2,31,100,161,1.0000
2535,2,31,100,161,1.0000
2536,2,31,100,161,1.0000
2537,2,31,100,161,1.0000
2538,2,31,100,161,1.0000
2539,2,31,100,161,1.0000
2540,2,31,100,161,1.0000
2541,2,30,100,162,1.0000
2542,2,30,100,162,1.0000
2543,3,30,100,162,1.0000
2544,3,30,100,162,1.0000
2545,3,30,100,162,1.0000
2546,3,30,100,162,1.0000
2547,2,31,100,162,1.0000
2548,2,31,100,162,1.0000
2549,2,31,100,162,1.0000
2550,2,31,100,162,1.0000
2551,2,31,100,162,1.0000
2552,2,31,100,162,1.0000
2553,2,31,100,162,1.0000
2554,1,32,100,162,1.0000
2555,1,32,100,162,1.0000
2556,1,32,100,162,1.0000
2557,1,32,100,162,1.0000
2558,1,32,100,162,1.0000
2559,1,32,100,162,1.0000
2560,0,33,100,162,1.0000
2561,0,33,100,162,1.0000
2562,0,33,100,162,1.0000
2563,0,33,100,162,1.0000
2564,1,33,100,162,1.0000
2565,1,33,100,162,1.0000
2566,1,33,100,162,1.0000
2567,1,33,100,162,1.0000
2568,2,33,100,162,1.0000
2569,2,33,100,162,1.0000
2570,2,32,100,163,1.0000
2571,2,32,100,163,1.0000
2572,2,32,100,163,1.0000
2573,4,32,100,163,1.0000
2574,4,32,100,163,1.0000
2575,4,32,100,163,1.0000
2576,4,32,100,163,1.0000
2577,4,32,100,163,1.0000
2578,4,32,100,163,1.0000
2579,4,32,100,163,1.0000
2580,4,31,100,164,1.0000
2581,5,31,100,164,1.0000
2582,5,31,100,164,1.0000
2583,4,32,100,164,1.0000
2584,4,32,100,164,1.0000
2585,4,31,100,165,1.0000
2586,3,32,100,165,1.0000
2587,3,32,100,165,1.0000
2588,3,32,100,165,1.0000
2589,3,32,100,165,1.0000
2590,2,33,100,165,1.0000
2591,2,33,100,165,1.0000
2592,2,33,100,165,1.0000
2593,2,33,100,165,1.0000
2594,2,33,100,165,1.0000
2595,3,33,100,165,1.0000
2596,2,33,100,166,1.0000
2597,1,34,100,166,1.0000
2598,1,34,100,166,1.0000
2599,1,34,100,166,1.0000
2600,1,34,100,166,1.0000
2601,1,34,100,166,1.0000
2602,1,34,100,166,1.0000
2603,1,34,100,166,1.0000
2604,1,34,100,166,1.0000
2605,2,34,100,166,1.0000
2606,2,34,100,166,1.0000
2607,2,34,100,166,1.0000
2608,2,34,100,166,1.0000
2609,2,34,100,166,1.0000
2610,3,34,100,166,1.0000
2611,3,34,100,166,1.0000
2612,3,34,100,166,1.0000
2613,3,34,100,166,1.0000
2614,3,34,100,166,1.0000
2615,3,33,100,167,1.0000
2616,3,33,100,167,1.0000
2617,4,32,100,168,1.0000
2618,4,32,100,168,1.0000
2619,4,32,100,168,1.0000
2620,4,32,100,168,1.0000
2621,4,32,100,168,1.0000
2622,4,32,100,168,1.0000
2623,3,33,100,168,1.0000
2624,3,33,100,168,1.0000
2625,3,33,100,168,1.0000
2626,3,33,100,168,1.0000
2627,3,33,100,168,1.0000
2628,3,33,100,168,1.0000
2629,3,33,100,168,1.0000
2630,3,33,100,168,1.0000
2631,3,33,100,168,1.0000
2632,2,33,100,169,1.0000
2633,2,33,100,169,1.0000
2634,1,34,100,169,1.0000
2635,1,34,100,169,1.0000
2636,1,33,100,170,1.0000
2637,1,33,100,170,1.0000
2638,0,34,100,170,1.0000
2639,0,34,100,170,1.0000
2640,0,34,100,170,1.0000
2641,0,34,100,170,1.0000
2642,0,34,100,170,1.0000
2643,0,34,100,170,1.0000
2644,0,34,100,170,1.0000
2645,0,34,100,170,1.0000
2646,0,34,100,170,1.0000
2647,0,34,100,170,1.0000
2648,0,34,100,170,1.0000
2649,0,32,100,172,1.0000
2650,0,32,100,172,1.0000
2651,0,32,100,172,1.0000
2652,0,32,100,172,1.0000
2653,0,31,100,173,1.0000
2654,0,31,100,173,1.0000
2655,0,31,100,173,1.0000
2656,0,31,100,173,1.0000
2657,0,31,100,173,1.0000
2658,0,31,100,173,1.0000
2659,0,31,100,173,1.0000
2660,0,31,100,173,1.0000
2661,0,31,100,173,1.0000
2662,0,29,100,175,1.0000
2663,0,29,100,175,1.0000
2664,0,29,100,175,1.0000
2665,0,29,100,175,1.0000
2666,0,29,100,175,1.0000
