time,total_queue_length,waiting_for_seat_count,occupied_seats,finished_students,seat_utilization
918,1,0,67,9,0.6700
919,1,0,67,9,0.6700
920,0,0,68,9,0.6800
921,0,0,68,9,0.6800
922,0,0,68,9,0.6800
923,1,0,68,9,0.6800
924,1,0,68,9,0.6800
925,2,0,68,9,0.6800
926,2,0,68,9,0.6800
927,2,0,68,9,0.6800
928,3,0,68,9,0.6800
929,3,0,68,9,0.6800
930,3,0,68,9,0.6800
931,3,0,68,9,0.6800
932,3,0,68,9,0.6800
933,4,0,68,9,0.6800
934,4,0,68,9,0.6800
935,4,0,68,9,0.6800
936,4,0,68,9,0.6800
937,4,0,68,9,0.6800
938,4,0,68,9,0.6800
939,4,0,68,9,0.6800
940,4,0,68,9,0.6800
941,3,0,69,9,0.6900
942,3,0,69,9,0.6900
943,2,0,70,9,0.7000
944,3,0,70,9,0.7000
945,3,0,70,9,0.7000
946,3,0,70,9,0.7000
947,3,0,70,9,0.7000
948,3,0,71,9,0.7100
949,3,0,71,9,0.7100
950,4,0,71,9,0.7100
951,5,0,71,9,0.7100
952,6,0,71,9,0.7100
953,6,0,71,9,0.7100
954,6,0,71,9,0.7100
955,8,0,71,9,0.7100
956,9,0,71,9,0.7100
957,9,0,71,9,0.7100
958,9,0,71,9,0.7100
959,8,0,72,9,0.7200
960,8,0,72,9,0.7200
961,8,0,72,9,0.7200
962,8,0,72,9,0.7200
963,8,0,71,10,0.7100
964,8,0,71,10,0.7100
965,7,0,72,10,0.7200
966,7,0,72,10,0.7200
967,5,0,74,10,0.7400
968,4,0,75,10,0.7500
969,4,0,75,10,0.7500
970,4,0,75,10,0.7500
971,5,0,75,10,0.7500
972,5,0,75,10,0.7500
973,5,0,75,10,0.7500
974,5,0,75,10,0.7500
975,5,0,75,10,0.7500
976,5,0,75,10,0.7500
977,5,0,75,10,0.7500
978,6,0,75,10,0.7500
979,6,0,75,10,0.7500
980,5,0,76,10,0.7600
981,5,0,76,10,0.7600
982,5,0,76,10,0.7600
983,5,0,76,10,0.7600
984,5,0,76,10,0.7600
985,6,0,76,10,0.7600
986,7,0,76,10,0.7600
987,7,0,76,10,0.7600
988,7,0,76,10,0.7600
989,5,0,78,10,0.7800
990,3,0,80,10,0.8000
991,4,0,80,10,0.8000
992,4,0,80,10,0.8000
993,4,0,80,10,0.8000
994,4,0,80,10,0.8000
995,4,0,80,10,0.8000
996,4,0,80,10,0.8000
997,5,0,80,10,0.8000
998,5,0,81,10,0.8100
999,5,0,81,10,0.8100
1000,5,0,81,10,0.8100
1001,6,0,81,10,0.8100
1002,6,0,81,10,0.8100
1003,6,0,81,10,0.8100
1004,6,0,81,10,0.8100
1005,6,0,80,11,0.8000
1006,5,0,81,11,0.8100
1007,4,0,82,11,0.8200
1008,4,0,82,11,0.8200
1009,4,0,82,11,0.8200
1010,4,0,82,11,0.8200
1011,3,0,83,11,0.8300
1012,2,0,84,11,0.8400
1013,2,0,84,11,0.8400
1014,2,0,84,11,0.8400
1015,2,0,84,11,0.8400
1016,1,0,85,11,0.8500
1017,1,0,85,11,0.8500
1018,1,0,85,11,0.8500
1019,2,0,85,11,0.8500
1020,2,0,84,12,0.8400
1021,2,0,84,12,0.8400
1022,2,0,84,12,0.8400
1023,2,0,84,12,0.8400
1024,2,0,84,12,0.8400
1025,2,0,84,12,0.8400
1026,2,0,84,12,0.8400
1027,2,0,83,13,0.8300
1028,2,0,83,13,0.8300
1029,2,0,83,13,0.8300
1030,2,0,83,13,0.8300
1031,2,0,83,13,0.8300
1032,2,0,83,13,0.8300
1033,2,0,83,13,0.8300
1034,2,0,83,13,0.8300
1035,2,0,83,13,0.8300
1036,2,0,83,13,0.8300
1037,3,0,82,14,0.8200
1038,3,0,82,14,0.8200
1039,3,0,82,14,0.8200
1040,3,0,82,14,0.8200
1041,3,0,82,14,0.8200
1042,3,0,82,14,0.8200
1043,3,0,82,14,0.8200
1044,4,0,82,14,0.8200
1045,2,0,84,14,0.8400
1046,2,0,84,14,0.8400
1047,2,0,84,14,0.8400
1048,2,0,84,14,0.8400
1049,2,0,83,15,0.8300
1050,3,0,83,15,0.8300
1051,3,0,83,15,0.8300
1052,3,0,83,15,0.8300
1053,3,0,83,15,0.8300
1054,3,0,83,15,0.8300
1055,3,0,83,15,0.8300
1056,3,0,83,15,0.8300
1057,3,0,84,15,0.8400
1058,3,0,83,16,0.8300
1059,3,0,83,16,0.8300
1060,2,0,84,16,0.8400
1061,2,0,84,16,0.8400
1062,2,0,84,16,0.8400
1063,2,0,84,16,0.8400
1064,2,0,84,16,0.8400
1065,2,0,84,16,0.8400
1066,2,0,84,16,0.8400
1067,1,0,85,16,0.8500
1068,1,0,85,16,0.8500
1069,1,0,85,16,0.8500
1070,1,0,85,16,0.8500
1071,1,0,85,16,0.8500
1072,1,0,85,16,0.8500
1073,2,0,84,17,0.8400
1074,2,0,84,17,0.8400
1075,2,0,84,17,0.8400
1076,3,0,84,17,0.8400
1077,3,0,84,17,0.8400
1078,3,0,84,17,0.8400
1079,3,0,84,17,0.8400
1080,3,0,84,17,0.8400
1081,2,0,85,17,0.8500
1082,2,0,85,17,0.8500
1083,2,0,85,17,0.8500
1084,2,0,85,17,0.8500
1085,3,0,85,17,0.8500
1086,3,0,85,17,0.8500
1087,3,0,85,17,0.8500
1088,3,0,85,17,0.8500
1089,3,0,85,17,0.8500
1090,3,0,85,17,0.8500
1091,3,0,84,18,0.8400
1092,3,0,84,18,0.8400
1093,3,0,84,18,0.8400
1094,3,0,84,18,0.8400
1095,3,0,84,18,0.8400
1096,2,0,85,18,0.8500
1097,2,0,85,18,0.8500
1098,2,0,85,18,0.8500
1099,1,0,86,18,0.8600
1100,1,0,86,18,0.8600
1101,1,0,86,18,0.8600
1102,1,0,86,18,0.8600
1103,1,0,86,18,0.8600
1104,1,0,86,18,0.8600
1105,1,0,86,18,0.8600
1106,1,0,86,18,0.8600
1107,1,0,86,18,0.8600
1108,2,0,86,18,0.8600
1109,2,0,86,18,0.8600
1110,2,0,86,18,0.8600
1111,1,0,87,18,0.8700
1112,1,0,87,18,0.8700
1113,2,0,87,18,0.8700
1114,2,0,87,18,0.8700
1115,2,0,87,18,0.8700
1116,2,0,87,18,0.8700
1117,2,0,87,18,0.8700
1118,2,0,87,18,0.8700
1119,2,0,87,18,0.8700
1120,2,0,87,18,0.8700
1121,2,0,87,18,0.8700
1122,2,0,87,18,0.8700
1123,2,0,87,18,0.8700
1124,2,0,87,18,0.8700
1125,2,0,87,18,0.8700
1126,2,0,87,18,0.8700
1127,2,0,87,18,0.8700
1128,2,0,87,18,0.8700
1129,2,0,87,18,0.8700
1130,2,0,88,18,0.8800
1131,2,0,88,18,0.8800
1132,3,0,88,18,0.8800
1133,4,0,88,18,0.8800
1134,3,0,89,18,0.8900
1135,3,0,89,18,0.8900
1136,4,0,89,18,0.8900
1137,4,0,89,18,0.8900
1138,4,0,89,18,0.8900
1139,4,0,89,18,0.8900
1140,4,0,89,18,0.8900
1141,4,0,89,18,0.8900
1142,4,0,89,18,0.8900
1143,7,0,89,18,0.8900
1144,7,0,89,18,0.8900
1145,8,0,89,18,0.8900
1146,8,0,88,19,0.8800
1147,8,0,88,19,0.8800
1148,9,0,88,19,0.8800
1149,9,0,88,19,0.8800
1150,9,0,88,19,0.8800
1151,9,0,88,19,0.8800
1152,9,0,88,19,0.8800
1153,8,0,88,20,0.8800
1154,8,0,89,20,0.8900
1155,7,0,90,20,0.9000
1156,7,0,90,20,0.9000
1157,7,0,90,20,0.9000
1158,5,0,92,20,0.9200
1159,6,0,92,20,0.9200
1160,6,0,92,20,0.9200
1161,6,0,92,20,0.9200
1162,6,0,92,20,0.9200
1163,6,0,92,20,0.9200
1164,6,0,92,20,0.9200
1165,6,0,92,20,0.9200
1166,6,0,92,20,0.9200
1167,6,0,93,20,0.9300
1168,6,0,93,20,0.9300
1169,6,0,93,20,0.9300
1170,5,0,94,20,0.9400
1171,5,0,94,20,0.9400
1172,4,0,95,20,0.9500
1173,4,0,95,20,0.9500
1174,5,0,95,20,0.9500
1175,6,0,95,20,0.9500
1176,6,0,95,20,0.9500
1177,6,0,95,20,0.9500
1178,6,0,95,20,0.9500
1179,6,0,95,20,0.9500
1180,6,0,95,20,0.9500
1181,6,0,95,20,0.9500
1182,4,0,97,20,0.9700
1183,5,0,97,20,0.9700
1184,4,0,98,20,0.9800
1185,4,0,98,20,0.9800
1186,4,0,98,20,0.9800
1187,4,0,98,20,0.9800
1188,4,0,98,20,0.9800
1189,4,0,98,20,0.9800
1190,4,0,97,21,0.9700
1191,4,0,97,21,0.9700
1192,3,0,98,21,0.9800
1193,3,0,98,21,0.9800
1194,2,0,99,21,0.9900
1195,2,0,99,21,0.9900
1196,2,0,99,21,0.9900
1197,2,0,99,21,0.9900
1198,2,0,99,21,0.9900
1199,2,0,99,21,0.9900
1200,2,0,99,21,0.9900
1201,3,0,99,21,0.9900
1202,3,0,99,21,0.9900
1203,3,0,99,21,0.9900
1204,3,0,99,21,0.9900
1205,2,0,100,21,1.0000
1206,2,0,100,21,1.0000
1207,2,0,100,21,1.0000
1208,2,0,100,21,1.0000
1209,1,0,100,22,1.0000
1210,1,0,100,22,1.0000
1211,1,0,100,22,1.0000
1212,2,0,99,23,0.9900
1213,2,0,99,23,0.9900
1214,2,0,99,23,0.9900
1215,2,0,99,23,0.9900
1216,2,0,99,23,0.9900
1217,1,0,100,23,1.0000
1218,1,0,100,23,1.0000
1219,1,0,100,23,1.0000
1220,1,0,100,23,1.0000
1221,1,0,100,23,1.0000
1222,1,0,100,23,1.0000
1223,1,0,100,23,1.0000
1224,1,0,100,23,1.0000
1225,1,0,100,23,1.0000
1226,2,0,100,23,1.0000
1227,2,0,100,23,1.0000
1228,2,0,99,24,0.9900
1229,3,0,99,24,0.9900
1230,3,0,99,24,0.9900
1231,4,0,99,24,0.9900
1232,5,0,99,24,0.9900
1233,5,0,99,24,0.9900
1234,5,0,99,24,0.9900
1235,5,0,99,24,0.9900
1236,5,0,100,24,1.0000
1237,5,0,100,24,1.0000
1238,5,0,99,25,0.9900
1239,5,0,99,25,0.9900
1240,5,0,99,25,0.9900
1241,5,0,99,25,0.9900
1242,5,0,99,25,0.9900
1243,6,0,99,25,0.9900
1244,6,0,100,25,1.0000
1245,7,0,100,26,1.0000
1246,7,0,100,26,1.0000
1247,6,1,100,26,1.0000
1248,7,1,100,26,1.0000
1249,8,1,100,26,1.0000
1250,7,2,100,26,1.0000
1251,8,1,100,27,1.0000
1252,8,1,100,27,1.0000
1253,8,1,100,27,1.0000
1254,8,1,100,27,1.0000
1255,8,1,100,27,1.0000
1256,8,1,100,27,1.0000
1257,8,1,100,27,1.0000
1258,7,2,100,27,1.0000
1259,8,2,100,27,1.0000
1260,8,2,100,27,1.0000
1261,8,2,100,27,1.0000
1262,8,2,100,27,1.0000
1263,8,2,100,27,1.0000
1264,8,2,100,27,1.0000
1265,8,2,100,27,1.0000
1266,8,2,100,27,1.0000
1267,7,2,100,28,1.0000
1268,5,4,100,28,1.0000
1269,5,4,100,28,1.0000
1270,4,5,100,28,1.0000
1271,4,5,100,28,1.0000
1272,4,5,100,28,1.0000
1273,4,5,100,28,1.0000
1274,4,5,100,28,1.0000
1275,4,5,100,28,1.0000
1276,4,5,100,28,1.0000
1277,3,5,100,29,1.0000
1278,4,5,100,29,1.0000
1279,3,6,100,29,1.0000
1280,4,6,100,29,1.0000
1281,4,6,100,29,1.0000
1282,4,6,100,29,1.0000
1283,4,6,100,29,1.0000
1284,4,6,100,29,1.0000
1285,5,6,100,29,1.0000
1286,4,7,100,29,1.0000
1287,4,7,100,29,1.0000
1288,6,7,100,29,1.0000
1289,7,7,100,29,1.0000
1290,7,7,100,29,1.0000
1291,8,7,100,29,1.0000
1292,8,7,100,29,1.0000
1293,9,7,100,29,1.0000
1294,9,7,100,29,1.0000
1295,9,7,100,29,1.0000
1296,8,8,100,29,1.0000
1297,8,8,100,29,1.0000
1298,8,7,100,30,1.0000
1299,8,7,100,30,1.0000
1300,8,6,100,31,1.0000
1301,8,6,100,31,1.0000
1302,8,6,100,31,1.0000
1303,7,7,100,31,1.0000
1304,7,7,100,31,1.0000
1305,6,8,100,31,1.0000
1306,7,8,100,31,1.0000
1307,7,8,100,31,1.0000
1308,7,8,100,31,1.0000
1309,6,9,100,31,1.0000
1310,6,9,100,31,1.0000
1311,6,9,100,31,1.0000
1312,7,9,100,31,1.0000
1313,7,9,100,31,1.0000
1314,7,9,100,31,1.0000
1315,7,9,100,31,1.0000
1316,6,10,100,31,1.0000
1317,6,10,100,31,1.0000
1318,6,10,100,31,1.0000
1319,6,10,100,31,1.0000
1320,6,10,100,31,1.0000
1321,5,11,100,31,1.0000
1322,5,11,100,31,1.0000
1323,5,12,100,31,1.0000
1324,5,11,100,32,1.0000
1325,4,12,100,32,1.0000
1326,4,12,100,32,1.0000
1327,3,13,100,32,1.0000
1328,3,13,100,32,1.0000
1329,3,13,100,32,1.0000
1330,3,13,100,32,1.0000
1331,3,13,100,32,1.0000
1332,3,13,100,32,1.0000
1333,3,13,100,32,1.0000
1334,3,13,100,32,1.0000
1335,3,13,100,32,1.0000
1336,3,12,100,33,1.0000
1337,3,12,100,33,1.0000
1338,3,12,100,33,1.0000
1339,3,12,100,33,1.0000
1340,2,13,100,33,1.0000
1341,3,13,100,33,1.0000
1342,2,14,100,33,1.0000
1343,2,14,100,33,1.0000
1344,2,14,100,33,1.0000
1345,2,14,100,33,1.0000
1346,2,14,100,33,1.0000
1347,2,14,100,33,1.0000
1348,2,14,100,33,1.0000
1349,2,14,100,33,1.0000
1350,1,15,100,33,1.0000
1351,1,15,100,33,1.0000
1352,1,15,100,33,1.0000
1353,1,15,100,33,1.0000
1354,2,15,100,33,1.0000
1355,2,15,100,33,1.0000
1356,1,16,100,33,1.0000
1357,1,16,100,33,1.0000
1358,1,16,100,33,1.0000
1359,2,16,100,33,1.0000
1360,2,16,100,33,1.0000
1361,2,16,100,33,1.0000
1362,3,16,100,33,1.0000
1363,3,16,100,33,1.0000
1364,3,16,100,33,1.0000
1365,3,15,100,34,1.0000
1366,4,15,100,34,1.0000
1367,4,14,100,35,1.0000
1368,4,14,100,35,1.0000
1369,4,13,100,36,1.0000
1370,4,13,100,36,1.0000
1371,4,13,100,36,1.0000
1372,4,14,100,36,1.0000
1373,4,14,100,36,1.0000
1374,4,14,100,36,1.0000
1375,3,15,100,36,1.0000
1376,3,15,100,36,1.0000
1377,3,15,100,36,1.0000
1378,3,14,100,37,1.0000
1379,3,14,100,37,1.0000
1380,2,14,100,38,1.0000
1381,2,14,100,38,1.0000
1382,3,14,100,38,1.0000
1383,4,14,100,38,1.0000
1384,4,15,100,38,1.0000
1385,4,15,100,38,1.0000
1386,4,15,100,38,1.0000
1387,4,15,100,38,1.0000
1388,4,15,100,38,1.0000
1389,3,16,100,38,1.0000
1390,4,16,100,38,1.0000
1391,4,16,100,38,1.0000
1392,5,16,100,38,1.0000
1393,5,16,100,38,1.0000
1394,5,16,100,38,1.0000
1395,5,15,100,39,1.0000
1396,6,15,100,39,1.0000
1397,6,15,100,39,1.0000
1398,7,15,100,39,1.0000
1399,7,15,100,39,1.0000
1400,7,15,100,39,1.0000
1401,7,15,100,39,1.0000
1402,8,15,100,39,1.0000
1403,7,16,100,39,1.0000
1404,7,16,100,39,1.0000
1405,7,17,100,39,1.0000
1406,5,18,100,40,1.0000
1407,5,18,100,40,1.0000
1408,5,18,100,40,1.0000
1409,5,18,100,40,1.0000
1410,5,18,100,40,1.0000
1411,6,18,100,40,1.0000
1412,6,18,100,40,1.0000
1413,7,18,100,40,1.0000
1414,7,18,100,40,1.0000
1415,8,18,100,40,1.0000
1416,8,18,100,40,1.0000
1417,8,17,100,41,1.0000
1418,6,19,100,41,1.0000
1419,6,19,100,41,1.0000
1420,5,20,100,41,1.0000
1421,5,20,100,41,1.0000
1422,5,20,100,41,1.0000
1423,4,21,100,41,1.0000
1424,4,21,100,41,1.0000
1425,5,21,100,41,1.0000
1426,5,21,100,41,1.0000
1427,5,21,100,41,1.0000
1428,5,20,100,42,1.0000
1429,5,19,100,43,1.0000
1430,5,19,100,43,1.0000
1431,5,19,100,43,1.0000
1432,5,19,100,43,1.0000
1433,5,19,100,43,1.0000
1434,4,20,100,43,1.0000
1435,4,20,100,43,1.0000
1436,4,20,100,43,1.0000
1437,4,20,100,43,1.0000
1438,4,20,100,43,1.0000
1439,4,20,100,43,1.0000
1440,3,21,100,43,1.0000
1441,4,21,100,43,1.0000
1442,4,21,100,43,1.0000
1443,3,22,100,43,1.0000
1444,2,23,100,43,1.0000
1445,2,22,100,44,1.0000
1446,2,22,100,44,1.0000
1447,2,22,100,44,1.0000
1448,3,22,100,44,1.0000
1449,3,22,100,44,1.0000
1450,3,22,100,44,1.0000
1451,3,22,100,44,1.0000
1452,3,22,100,44,1.0000
1453,3,22,100,44,1.0000
1454,3,22,100,44,1.0000
1455,3,22,100,44,1.0000
1456,5,22,100,44,1.0000
1457,5,22,100,44,1.0000
1458,6,22,100,44,1.0000
1459,5,23,100,44,1.0000
1460,5,23,100,44,1.0000
1461,4,24,100,44,1.0000
1462,4,24,100,44,1.0000
1463,5,24,100,44,1.0000
1464,5,24,100,44,1.0000
1465,6,24,100,44,1.0000
1466,6,24,100,44,1.0000
1467,6,24,100,44,1.0000
1468,6,24,100,44,1.0000
1469,6,24,100,44,1.0000
1470,6,24,100,44,1.0000
1471,6,24,100,44,1.0000
1472,6,24,100,44,1.0000
1473,7,24,100,44,1.0000
1474,7,24,100,44,1.0000
1475,5,26,100,44,1.0000
1476,5,26,100,44,1.0000
1477,5,26,100,44,1.0000
1478,5,26,100,44,1.0000
1479,4,27,100,44,1.0000
1480,4,27,100,44,1.0000
1481,4,27,100,44,1.0000
1482,4,27,100,44,1.0000
1483,4,26,100,45,1.0000
1484,4,26,100,45,1.0000
1485,3,27,100,45,1.0000
1486,3,27,100,45,1.0000
1487,3,27,100,45,1.0000
1488,4,27,100,45,1.0000
1489,4,27,100,45,1.0000
1490,3,28,100,45,1.0000
1491,4,28,100,45,1.0000
1492,4,28,100,45,1.0000
1493,4,28,100,45,1.0000
1494,4,28,100,45,1.0000
1495,4,28,100,45,1.0000
1496,4,28,100,45,1.0000
1497,4,28,100,45,1.0000
1498,4,28,100,45,1.0000
1499,4,28,100,45,1.0000
1500,5,28,100,45,1.0000
1501,5,28,100,45,1.0000
1502,5,28,100,45,1.0000
1503,5,28,100,45,1.0000
1504,5,28,100,45,1.0000
1505,4,29,100,45,1.0000
1506,3,30,100,45,1.0000
1507,4,30,100,45,1.0000
1508,3,31,100,45,1.0000
1509,3,31,100,45,1.0000
1510,3,31,100,45,1.0000
1511,3,31,100,45,1.0000
1512,3,30,100,46,1.0000
1513,3,30,100,46,1.0000
1514,4,30,100,46,1.0000
1515,5,29,100,47,1.0000
1516,5,29,100,47,1.0000
1517,4,30,100,47,1.0000
1518,4,30,100,47,1.0000
1519,5,30,100,47,1.0000
1520,3,32,100,47,1.0000
1521,3,32,100,47,1.0000
1522,3,32,100,47,1.0000
1523,3,32,100,47,1.0000
1524,3,33,100,47,1.0000
1525,3,34,100,47,1.0000
1526,3,34,100,47,1.0000
1527,3,34,100,47,1.0000
1528,3,33,100,48,1.0000
1529,3,33,100,48,1.0000
1530,4,33,100,48,1.0000
1531,4,33,100,48,1.0000
1532,3,34,100,48,1.0000
1533,4,34,100,48,1.0000
1534,4,34,100,48,1.0000
1535,4,34,100,48,1.0000
1536,4,34,100,48,1.0000
1537,4,34,100,48,1.0000
1538,4,34,100,48,1.0000
1539,4,34,100,48,1.0000
1540,4,34,100,48,1.0000
1541,4,34,100,48,1.0000
1542,5,34,100,48,1.0000
1543,5,34,100,48,1.0000
1544,5,34,100,48,1.0000
1545,5,35,100,48,1.0000
1546,5,34,100,49,1.0000
1547,5,34,100,49,1.0000
1548,6,34,100,49,1.0000
1549,5,35,100,49,1.0000
1550,5,35,100,49,1.0000
1551,5,35,100,49,1.0000
1552,5,35,100,49,1.0000
1553,5,35,100,49,1.0000
1554,5,35,100,49,1.0000
1555,5,35,100,49,1.0000
1556,5,35,100,49,1.0000
1557,5,35,100,49,1.0000
1558,4,35,100,50,1.0000
1559,4,36,100,50,1.0000
1560,4,36,100,50,1.0000
1561,4,36,100,50,1.0000
1562,4,37,100,50,1.0000
1563,4,37,100,50,1.0000
1564,4,37,100,50,1.0000
1565,5,37,100,50,1.0000
1566,4,38,100,50,1.0000
1567,4,38,100,50,1.0000
1568,4,38,100,50,1.0000
1569,4,38,100,50,1.0000
1570,5,38,100,50,1.0000
1571,6,38,100,50,1.0000
1572,6,37,100,51,1.0000
1573,6,36,100,52,1.0000
1574,6,36,100,52,1.0000
1575,6,36,100,52,1.0000
1576,6,36,100,52,1.0000
1577,7,36,100,52,1.0000
1578,9,36,100,52,1.0000
1579,9,36,100,52,1.0000
1580,10,36,100,52,1.0000
1581,9,37,100,52,1.0000
1582,9,37,100,52,1.0000
1583,9,38,100,52,1.0000
1584,9,37,100,53,1.0000
1585,9,37,100,53,1.0000
1586,11,37,100,53,1.0000
1587,10,38,100,53,1.0000
1588,10,38,100,53,1.0000
1589,10,38,100,53,1.0000
1590,9,39,100,53,1.0000
1591,9,39,100,53,1.0000
1592,9,39,100,53,1.0000
1593,9,39,100,53,1.0000
1594,9,39,100,53,1.0000
1595,9,39,100,53,1.0000
1596,7,41,100,53,1.0000
1597,7,41,100,53,1.0000
1598,7,40,100,54,1.0000
1599,7,40,100,54,1.0000
1600,7,41,100,54,1.0000
1601,6,42,100,54,1.0000
1602,6,42,100,54,1.0000
1603,6,42,100,54,1.0000
1604,6,41,100,55,1.0000
1605,6,41,100,55,1.0000
1606,6,40,100,56,1.0000
1607,7,40,100,56,1.0000
1608,8,40,100,56,1.0000
1609,8,40,100,56,1.0000
1610,8,40,100,56,1.0000
1611,8,40,100,56,1.0000
1612,8,40,100,56,1.0000
1613,8,40,100,56,1.0000
1614,7,41,100,56,1.0000
1615,8,40,100,57,1.0000
1616,8,40,100,57,1.0000
1617,8,40,100,57,1.0000
1618,6,42,100,57,1.0000
1619,6,42,100,57,1.0000
1620,6,42,100,57,1.0000
1621,6,42,100,57,1.0000
1622,6,42,100,57,1.0000
1623,7,42,100,57,1.0000
1624,7,42,100,57,1.0000
1625,7,41,100,58,1.0000
1626,7,41,100,58,1.0000
1627,8,41,100,58,1.0000
1628,8,41,100,58,1.0000
1629,7,42,100,58,1.0000
1630,7,42,100,58,1.0000
1631,7,42,100,58,1.0000
1632,7,42,100,58,1.0000
1633,6,42,100,59,1.0000
1634,7,42,100,59,1.0000
1635,7,42,100,59,1.0000
1636,7,42,100,59,1.0000
1637,6,43,100,59,1.0000
1638,6,43,100,60,1.0000
1639,7,43,100,60,1.0000
1640,7,43,100,60,1.0000
1641,7,43,100,60,1.0000
1642,7,43,100,60,1.0000
1643,6,44,100,60,1.0000
1644,6,44,100,60,1.0000
1645,6,43,100,61,1.0000
1646,6,43,100,61,1.0000
1647,6,43,100,61,1.0000
1648,6,43,100,61,1.0000
1649,6,43,100,61,1.0000
1650,7,43,100,61,1.0000
1651,6,43,100,62,1.0000
1652,7,43,100,62,1.0000
1653,7,43,100,62,1.0000
1654,7,43,100,62,1.0000
1655,7,43,100,62,1.0000
1656,6,44,100,62,1.0000
1657,6,44,100,62,1.0000
1658,6,44,100,62,1.0000
1659,6,44,100,62,1.0000
1660,5,45,100,62,1.0000
1661,4,46,100,62,1.0000
1662,4,46,100,62,1.0000
1663,3,47,100,62,1.0000
1664,3,47,100,62,1.0000
1665,3,47,100,62,1.0000
1666,2,48,100,62,1.0000
1667,2,48,100,62,1.0000
1668,3,48,100,62,1.0000
1669,3,48,100,62,1.0000
1670,3,48,100,62,1.0000
1671,3,48,100,62,1.0000
1672,3,48,100,62,1.0000
1673,3,48,100,62,1.0000
1674,3,48,100,62,1.0000
1675,3,46,100,64,1.0000
1676,3,46,100,64,1.0000
1677,3,46,100,64,1.0000
1678,3,46,100,64,1.0000
1679,3,46,100,64,1.0000
1680,3,47,100,64,1.0000
1681,3,47,100,64,1.0000
1682,3,46,100,65,1.0000
1683,3,45,100,66,1.0000
1684,3,45,100,66,1.0000
1685,1,47,100,66,1.0000
1686,2,47,100,66,1.0000
1687,2,47,100,66,1.0000
1688,2,47,100,66,1.0000
1689,2,47,100,66,1.0000
1690,2,47,100,66,1.0000
1691,2,47,100,66,1.0000
1692,3,46,100,67,1.0000
1693,3,46,100,67,1.0000
1694,3,46,100,67,1.0000
1695,3,46,100,67,1.0000
1696,3,46,100,67,1.0000
1697,3,45,100,68,1.0000
1698,3,45,100,68,1.0000
1699,3,46,100,68,1.0000
1700,3,46,100,68,1.0000
1701,4,46,100,68,1.0000
1702,4,46,100,68,1.0000
1703,4,46,100,68,1.0000
1704,4,46,100,68,1.0000
1705,4,46,100,68,1.0000
1706,4,45,100,69,1.0000
1707,4,45,100,69,1.0000
1708,4,45,100,69,1.0000
1709,4,45,100,69,1.0000
1710,3,46,100,69,1.0000
1711,3,45,100,70,1.0000
1712,3,45,100,70,1.0000
1713,3,44,100,71,1.0000
1714,3,44,100,71,1.0000
1715,1,46,100,71,1.0000
1716,1,45,100,72,1.0000
1717,2,45,100,72,1.0000
1718,2,44,100,73,1.0000
1719,1,45,100,73,1.0000
1720,1,44,100,74,1.0000
1721,1,43,100,75,1.0000
1722,1,43,100,75,1.0000
1723,1,43,100,75,1.0000
1724,1,43,100,75,1.0000
1725,1,43,100,75,1.0000
1726,1,43,100,75,1.0000
1727,1,43,100,75,1.0000
1728,1,43,100,75,1.0000
1729,1,43,100,75,1.0000
1730,1,43,100,75,1.0000
1731,1,43,100,75,1.0000
1732,1,43,100,75,1.0000
1733,1,43,100,75,1.0000
1734,2,43,100,75,1.0000
1735,2,42,100,76,1.0000
1736,2,42,100,76,1.0000
1737,3,42,100,76,1.0000
1738,3,42,100,76,1.0000
1739,3,42,100,76,1.0000
1740,3,42,100,76,1.0000
1741,3,42,100,76,1.0000
1742,4,42,100,76,1.0000
1743,4,42,100,76,1.0000
1744,5,42,100,76,1.0000
1745,5,42,100,76,1.0000
1746,5,41,100,77,1.0000
1747,5,41,100,77,1.0000
1748,6,40,100,78,1.0000
1749,6,39,100,79,1.0000
1750,6,39,100,79,1.0000
1751,6,39,100,79,1.0000
1752,7,39,100,79,1.0000
1753,6,40,100,79,1.0000
1754,6,40,100,79,1.0000
1755,7,40,100,79,1.0000
1756,7,40,100,79,1.0000
1757,8,40,100,79,1.0000
1758,8,40,100,79,1.0000
1759,7,41,100,79,1.0000
1760,6,42,100,79,1.0000
1761,5,43,100,79,1.0000
1762,5,43,100,79,1.0000
1763,5,43,100,79,1.0000
1764,5,43,100,79,1.0000
1765,5,43,100,79,1.0000
1766,5,43,100,79,1.0000
1767,5,43,100,79,1.0000
1768,4,43,100,80,1.0000
1769,4,42,100,81,1.0000
1770,4,42,100,81,1.0000
1771,4,42,100,81,1.0000
1772,2,44,100,81,1.0000
1773,2,44,100,81,1.0000
1774,2,44,100,81,1.0000
1775,2,44,100,81,1.0000
1776,2,44,100,81,1.0000
1777,3,44,100,81,1.0000
1778,2,45,100,81,1.0000
1779,2,45,100,81,1.0000
1780,2,45,100,81,1.0000
1781,3,45,100,81,1.0000
1782,4,45,100,81,1.0000
1783,4,45,100,81,1.0000
1784,4,45,100,81,1.0000
1785,4,45,100,81,1.0000
1786,4,45,100,81,1.0000
1787,5,45,100,81,1.0000
1788,6,45,100,81,1.0000
1789,6,45,100,81,1.0000
1790,6,45,100,81,1.0000
1791,6,45,100,81,1.0000
1792,5,46,100,81,1.0000
1793,5,46,100,81,1.0000
1794,6,45,100,82,1.0000
